Line,Female Parent,Male Parent
A87-197018,PI556657,A80-244003
A87-198005,A80-244003,PI548558
A87-198013,A80-244003,PI556572
A87-198015,PI548569,A81-157024
A87-199024,A80-244003,PI548569
A87-295015,PI556633,PI548519
A87-296004,A80-344003,PI556572
A87-296011,PI548558,A80-346029
A87-296012,PI548558,A80-346029
A87-296013,PI548558,A80-346029
A87-296031,PI548558,HW8234
A87-296035,A81-257010,PI556633
A87-299028,PI548558,A81-157024
A87-395012,PI518674,PI556572
A87-395027,A80-244003,PI556572
A87-395028,HS8234,A80-244003
A87-396020,PI548558,A80-346029
A87-396023,PI548558,A80-346029
A87-398007,A80-244003,PI548558
A87-398025,PI548558,A81-157024
A87D10,PI548556,A75D11
A87D16,PI548556,A73D16
A87D20,PI548556,A73D16
A88-121004,PI548519,A81-151026
A88-121015,A82-267015,PI548558
A88-121016,PI548558,Profiseed 1138
A88-121017,PI548519,PI548558
A88-121019,A82-267015,PI548614
A88-121025,A80-344003,Profiseed 1138
A88-121026,A80-344003,Profiseed 1138
A88-121027,A83-276024,A82-267015
A88-221005,A82-267015,PI548614
A88-221006,PI556745,PI548558
A88-221009,PI548614,A80-344003
A88-221011,LN80-7603,PI548614
A88-221013,LN80-8653,PI548558
A88-221020,A82-267015,PI548558
A88-221021,PI548519,PI548558
A88-221022,PI556745,PI548558
A88-221026,A82-267015,PI548614
A88-221029,PI556745,PI548558
A88-321007,PI548614,PI548558
A88-321010,PI556745,PI548614
A88-321012,A82-267015,PI548558
A88-321016,A82-267015,PI548614
A88-321019,PI556572,PI556657
A88-321021,PI548614,A80-344003
A88-321022,LN80-7603,PI548614
A88-321023,A83-376026,PI556745
A88-321024,PI548614,A80-344003
A89-144003,PI548519,PI556637
A89-144011,PI556786,85R101
A89-144026,PI556786,A80-344003
A89-144036,A82-161034,PI548519
A89-144036 x A13,A89-144036,PI510681
A89-246006,A85-182007,(Vinton 81 x B216) x A82-267015
A89-269039,0,0
A89-344017,A85-394009,PI556637
A9,0,0
A90-113017,Hill Seed 2700 x LS301,PI539866
A90-311023,PI525453,L80-4187
A90-314019,0,0
A90-314027,PI539866,PI539867
A90-314027 x Kenwood,A90-314027,PI537094
A90-314041,Hill Seed 2700 x LS301,PI539866
A91-501002,PI556810,A86-301024
A91-501003,PI556724,A86-301024
A91-501004,A86-301024,Dekalb 226
A91-501006,A86-301024,Dekalb 226
A91-501009,A86-301024,Dekalb 226
A91-501014,A86-301024,Dekalb 226
A91-501016,PI556810,A86-301024
A91-501023,A86-301024,PI556724
A91-501024,A86-301024,Dekalb 226
A91-501029,Dairyland DSR304,PI556724
A91-501031,PI537095,PI537094
A91-501055,PI518666,PI537095
A91-607001,A86-301024,Dekalb 226
A91-607002,A86-303014,PI556724
A91-607014,PI537094,Dekalb 226
A91-607023,Dairyland DSR304,PI537094
A91-607023 x IA1019,A91-607023,IA1019
A91-607032,PI556816,PI537094
A91-607037,Dekalb 226,PI556810
A91-607041,Dekalb 226,PI556816
A91-607052,PI518666,PI537095
A91-607053,PI518666,PI525453
A91-613001,AX4735,PI539863
A91-613019,AX4739,PI539864
A91-613026,AX4741,PI539865
A91-613029,AX4742,PI539862
A91-701010,A86-301024,Dekalb 226
A91-701015,PI556724,A86-301024
A91-701017,A86-301024,Dekalb 226
A91-701035,A86-301024,Dekalb 226
A91-701049,A86-303014,PI556724
A91-702007,PI556724,PI556816
A91-702022,PI556816,Dairyland DSR304
A91-702035,PI556816,Dairyland DSR304
A91-703019,Dairyland DSR304,Dekalb 226
A92-267030,0,0
A92-525004,IA2008,PI537094
A92-525014 x OAC 94-11,IA1006,OAC Bright
A92-525019,PI556816,PI533657
A92-525034,PI556724,IA2008
A92-526007,PI549112,PI556850
A92-527015,Dairyland DSR252,PI537094
A92-527030,PI556724,PI556816
A92-527031,Dairyland DSR252,PI556724
A92-528006,PI537094,PI556724
A92-528032,PI537094,PI556822
A92-529005,0,0
A92-529010,PI539866,Asgrow 3205 x A87-194005
A92-529041,0,0
A92-532008,PI556783,A87-186011 x Dairyland DSR252
A92-532027,0,0
A92-532029,PI556850,A87-186035 x Dairyland DSR284
A92-532030,PI556511,A87-186011 x Asgrow 2234
A92-535029,PI556850,A87-186035 x Dairyland DSR284
A92-535029 x IA2012,A92-535029,IA2012
A92-535034,PI556783,A87-186011 x (DSR252 x A87-187020)
A92-535059,PI556783,(A87-1860011 x Dairyland DSR252) x A87-187020
A92-535059 x IA1006,A92-535059,IA1006
A92-535059 x IA2021,A92-535059,IA2021
A92-535059 x Syngenta S20-20,A92-535059,PI540880
A92-536031,PI542768,A87-186035 x (Dairyland DSR284 x A87-187020)
A92-536055,0,0
A92-537032,Syngenta S23-13,A87-186011 x (Asgrow 2234 x A87-187020)
A92-625016,PI556724,IA2008
A92-627008,Dairyland DSR252,PI537094
A92-627030,PI537094,PI556816
A92-627035,Dairyland DSR252,PI537094
A92-627047,Dairyland DSR304,PI537094
A92-627049,Dairyland DSR304,PI537094
A92-627056,Dairyland DSR252,PI556724
A92-629010,0,0
A92-632035,Dairyland DSR304,PI556822
A92-633051,PI556850,Dairyland DSR304
A92-633054,PI556724,PI556816
A92-634055,0,0
A92-634056,PI537094,PI556724
A92-725035,PI533657,Dairyland DSR304
A92-726004,PI540556,Dairyland DSR284
A92-727016,PI537094,PI556816
A92-727017,PI537094,PI556816
A92-727025,Dairyland DSR304,PI537094
A92-727026,Dairyland DSR304,PI537094
A92-731033,PI556816,PI556762
A93-535034,PI556783,A87-186011 x Dairyland DSR252
A93-535059,PI556783,A87-186011 x Dairyland DSR252
A93-536031,PI542768,A87-186035 x (Dairyland DSR284 x A87-187020)
A93-537032,PI556822,A87-186011 x (Asgrow 2234 x A87-187020)
A93-552019,LN86-983,PI556850
A93-552024,LN86-983,PI537095
A93-552027,PI556857,LN86-983
A93-552028,PI546487,PI537094
A93-552032,IA2008,PI537094
A93-552034,IA2008,PI537094
A93-553024,PI540556,PI537095
A93-554027,PI556897,A86-301024
A93-554028,PI537095,PI537094
A93-554034,A86-301024,PI537095
A93-554040,PI537094,PI556778
A93-554041,A86-301024,PI537094
A93-554045,PI556899,PI546487
A93-554053,PI537095,PI537094
A93-555023,(A87-186035 x Dairyland DSR284) x Asgrow 2234,A87-187020
A93-555027,(A87-186011 x Syngenta S23-12) x Asgrow 2234,A87-187020
A93-555029,(A87-186035 x Syngenta S23-12) x Sturdy,A87-187020
A93-555031,(A87-186035 x Syngenta S23-12) x Sturdy,A87-187020
A93-625002,PI537094,PI533657
A93-652003,IA2008,PI537094
A93-652026,LN86-983,PI537095
A93-652031,IA2008,PI537094
A93-654020,PI556899,PI546487
A93-654042,A86-301024,PI537095
A93-751019,A89-246006,PI539867
A93-751025,A89-246006,PI539867
A93-752035,PI556857,LN86-983
A93-754009,PI556857,PI556897
A93-754022,PI556857,PI537095
A93-754024,A86-301024,PI537094
A93-754027,A86-301024,PI537095
A93-754028,A86-301024,PI537095
A93-754037,A86-301024,PI537094
A93-754052,PI556857,A86-301024
A94-41433-04N,0,0
A94-570008,IA2012,A90-314027 x Kenwood
A94-570014,A90-113017,IA3002
A94-572007,A89-344017,PI556929
A94-572009,Jacques J285,A89-344017
A94-572028,PI556850,HC85-604
A94-572029,PI556850,HC85-604
A94-572033,HC85-604,PI556898
A94-572043,HC85-604,PI556929
A94-572046,Jacques J285,PI537094
A94-572049,Jacques J285,PI537094
A94-572053,HC85-604,PI540883
A94-572054,PI537094,PI540554
A94-574015,A89-144036 x A13,PI540883
A94-574019,Asgrow 2234 x A13,PI556898
A94-574028,Syngenta S19-90 x Bell,A89-144026
A94-670017,0,0
A94-672021,A89-344017,PI556929
A94-672022,Jacques J285,A89-344017
A94-672031,A89-144026,PI537094
A94-672034,A89-144011,PI537094
A94-673009,PI537094,PI540554
A94-674015,PI556910,PI537094
A94-674017,PI556910,PI537094
A94-674028,PI537094,PI556850
A94-674038,PI537094,PI556929
A94-674046,PI556910,PI537094
A94-674047,PI556910,PI537094
A94-674048,Jacques J285,PI537094
A94-674050,Jacques J285,PI537094
A94-770016,A90-314041,IA2012
A94-770040,0,0
A94-770040 x A93-554045,A94-770040,A93-554045
A94-770314,PI556910,A87-395012
A94-772006,A89-144026,PI556910
A94-772011,Jacques J285,PI546487
A94-772027,A89-144026,PI556910
A94-773014,PI556910,A87-395012
A94-774016,PI540883,PI556910
A94-774018,Jacques J285,PI540883
A94-774021,Jacques J285,PI540883
A94-774034,Jacques J285,PI537094
A94-774063,Jacques J285,PI540883
A95-481001,PI562374,HS88-4909
A95-481002,PI562374,PI542062
A95-481003,PI537095,PI540880
A95-481004,PI537095,AP2535
A95-481019,PI540880,PI542059
A95-482001,PI562374,PI546487
A95-482003,PI540880,PI546487
A95-482006,HS88-4909,PI546487
A95-482012,AP2535,IA2008
A95-482024,AM90-111005,PI540880
A95-482025,PI537095,A89-144036
A95-482027,PI537095,A89-144036
A95-482031,PI542060,A89-144036
A95-483007,PI540556,PI537095
A95-483031,PI540556,Pioneer 9273 x A13
A95-484015,IA3001,A91-613026
A95-484016,0,0
A95-484031,A91-613026,A91-613029
A95-484041,A91-613001,A91-613026
A95-484041 x A92-627030,A95-484041,A92-627030
A95-484043,A91-613001,A91-613026
A95-485004,Pioneer 9241 x A13,PI540880
A95-485008,Pioneer 9273 x A13,AP2535
A95-485019,Pioneer 9273 x A13,PI540556
A95-485020,Pioneer 9273 x A13,PI540556
A95-485023,Parker x A13,PI542059
A95-485030,Parker x AC89-14502,PI540556
A95-581007,PI540880,PI542059
A95-581009,PI540880,PI542059
A95-581016,AP2535,PI542060
A95-581022,PI562374,HS88-4909
A95-581028,PI537095,PI542060
A95-582003,PI542060,A89-144036
A95-582004,PI562374,PI546487
A95-582006,IA2008,PI537095
A95-582019,AP2535,A89-144036
A95-585061,PI537095,PI540880
A95-589009,IA2017,Pioneer 9303 x A91-613019
A95-590008,PI540881,Pioneer 9341 x PI423948A
A95-590013,PI540881,Pioneer 9341 x PI427417
A95-681003,PI556911,PI540880
A95-681005,PI556929,PI542059
A95-681006,PI556911,PI542059
A95-681026,AP2535,PI542060
A95-681031,PI556911,AP2535
A95-681032,PI556911,AP2535
A95-682002,IA2008,PI542060
A95-682003,IA2008,PI542060
A95-682026,PI542060,A89-144036
A95-684043,Jacques J285,Archer x (Cordell x Asgrow 2234)
A95-684043 (2) x PI399073,A95-684043,A95-684043 x PI399073
A95-684043 (3) x PI399073,A95-684043,A95-684043 (2) x PI399073
A95-684043 (4) x PI399073,A95-684043,A95-684043 (3) x PI399073
A95-684043 x AR3,A95-684043,AR3
A95-684043 x Ina,A95-684043,PI606749
A95-684043 x PI399073,A95-684043,PI399073
A95-684043 x PI404166,A95-684043,PI404166
A96-246029,IA2033,AP1995
A96-491024,PI542060,A92-535059 x Syngenta S20-20
A96-491070,A92-532027,A92-536055
A96-492041,PI561206,PI556897
A96-492041-1-1,PI561206,PI556897
A96-492058,IA3003,PI561206
A96-492059,IA3003,PI561206
A96-492060,IA3003,PI561206
A96-492061,IA3003,PI561206
A96-494018,PI561206,NA91-501002
A96-494025,PI564718,PI561206
A96-591017,IA3003,Dairyland DSR217
A96-591033,IA3003,PI542060
A96-591037,IA3003,PI561206
A96-591061,IA3003,Dairyland DSR217
A96-591071,IA3003,PI561206
A96-591072,PI561209,IA3003
A96-591076,PI542060,PI561206
A96-597010,A91-501002,IA3003
A96-597011,IA3003,IA3004
A96-597020,PI564718,PI561206
A96-597021,IA3003,IA3004
A96-691003,PI542060,PI556897
A96-691006,PI561206,PI556897
A96-691030,AP3035,PI542060
A96-692002,PI562374,AP3035
A96-692011,PI542060,PI556897
A96-692044,IA3003,PI542060
A96-692048,IA3003,PI561206
A96-692057,AP3035,PI561206
A97-553010,0,0
A97-553017,YB280,YB280 x A29
A97-553018,YB280,YB280 x A29
A97-770004,PI540880,PI550729
A97-770011,PI540880,PI556850
A97-770012,PI540880,PI556850
A97-770031,A92-535059,PI542060
A97-770036,PI542060,A92-535059 x IA1006
A97-770051,PI542060,A92-535059 x IA1006
A97-771011,IA1006,IA2021
A97-771019,PI593258,IA1006
A97-771030,IA2021,Blackjack 21
A97-771039,A92-627030,Blackjack 21
A97-771041,A92-627030,Blackjack 21
A97-771050,IA2021,A92-267030
A97-772004,IA1006,A93-625002
A97-772008,IA1006,IA3003
A97-772021,A92-627030,IA3003
A97-772024,IA1006,A93-625002
A97-772030,A92-727017,A93-625002
A97-774009,A93-751025,A92-529010
A97-774010,0,0
A97-871010,IA1006,IA2021
A97-871054,IA2021,A92-627030
A97-871071,LN89-334,IA2021
A97-871077,PI593258,HS91-4621
A97-872010,A93-625002,IA3003
A97-872013,A93-625002,IA3003
A97-872019,A92-727017,A93-625002
A97-872034,A92-627030,IA3003
A97-874007,A93-751019,IA3006
A97-874007 x Syngenta S12-49,A97-874007,PI590533
A97-874014,A93-751019,IA3006
A97-874056,IA2034,Pioneer 9231 x IA2012
A97-874063,IA2034,Syngenta S24-92 x A92-529041
A97-971004,LN89-334,IA1006
A97-971021,LN89-334,IA1006
A97-971057,PI593258,A92-727017
A97-972018,IA1006,IA3003
A97-972024,IA2021,IA3003
A97-974011,A93-751019,IA3006
A98-590014,YB280,YB280 x Pioneer 96LL2
A98-781041,PI584462,PI584463
A98-781059,PI561206,AP3355
A98-883005,A93-552034,PI584462
A98-883014,PI584462,PI584463
A98-883023,PI561206,PI584463
A98-883030,PI584464,PI561206
A98-883033,PI584464,PI584463
A98-883036,IA1006,PI584462
A98-883038,A93-552034,PI584463
A98-884003,IA1006,A93-552034
A98-884009,A93-552034,PI584463
A98-884010,A93-554045,PI584464
A98-884013,PI584462,PI561206
A98-884020,PI561206,PI584463
A98-884024,IA1006,AP3355
A98-884031,PI584464,PI584463
A98-884034,PI584464,PI584463
A98-884037,A93-552034,PI584463
A98-884047,PI593258,PI584464
A98-890011,A94-570014,IA2040 x ORC9205
A98-891028,A94-570008,IA2040
A98-892037,IA2037,IA2040 x Syngenta S24-92
A98-980003,PI584464,PI561206
A98-980012,PI561206,PI584463
A98-980013,PI561206,PI584463
A98-980014,IA1006,AP3355
A98-980017,PI584464,PI561206
A98-980022,IA1006,PI584462
A98-980025,IA1006,PI584463
A98-980036,PI561206,PI584463
A98-980037,PI561206,PI584463
A98-980044,PI584464,PI561206
A98-980046,PI584464,PI561206
A98-980047,PI614155,PI561206
A98-980048,PI584464,PI561206
A98-980049,PI584464,PI584463
A98-980051,PI584464,PI584463
A98-980052,PI584464,PI584463
A98-980057,PI584464,PI584462
A98-980065,A93-554045,PI561206
A98-983008,A94-770016,IA1007 x Pioneer 9304
A98-983013,A94-770016,IA1007 x Pioneer 9304
A99-112003,IA2017,IA2042
A99-112033,IA2017,A95-484041
A99-112034,A95-484015,IA3011
A99-113038,A95-484043,A95-589009
A99-115003,AP1995,PI592538
A99-115006,A94-572029,PI584464
A99-115011,PI592538,A94-572029
A99-115032,PI612763,IA2021
A99-116008,PI590534,A94-572029
A99-116014,A94-572029,A92-627030
A99-116015,A94-572029,PI584464
A99-116016,A94-572029,PI584464
A99-116021,A94-572029,PI584464
A99-116023,A94-572029,PI584464
A99-116025,A94-572029,PI584464
A99-116030,Dairyland DSR365,A94-572029
A99-116035,Dairyland DSR365,A94-572029
A99-116039,PI592538,A94-572029
A99-116042,PI584464,A92-627030
A99-212014,IA2017,IA2042
A99-213052,IA3006,IA3011
A99-215025,IA3011,A95-484041 x A92-627030
A99-215030,IA2034,IA2042
A99-216029,IA2036,AP1995
A99-216031,A94-773014,AP1995
A99-217001,Dairyland DSR365,AP1995
A99-217006,Dairyland DSR365,AP1995
A99-217007,Dairyland DSR365,AP1995
A99-217033,A94-572029,PI584464
A99-217038,Dairyland DSR365,A94-572029
A99-217044,AP1995,PI590534
A99-218003,AP1995,A94-572029
A99-218004,AP1995,A94-572029
A99-218006,A95-590013,A95-590008
A99-218008,AP1995,PI584464
A99-218013,PI584464,AP1995
A99-218016,PI592538,PI584464
A99-218031,Dairyland DSR365,PI584464
A99-218032,PI542062,PI584464
A99-218033,PI542062,PI584464
A99-218034,AP1995,PI590534
A99-218037,AP1995,A94-572029
A99-312006,IA2034,A95-484031
A99-312009,IA2034,IA2042
A99-312028,IA2034,A95-484031
A99-312052,IA3011,A95-484041 x A92-627030
A99-314011,Dairyland DSR365,AP1995
A99-314032,PI590534,PI584464
A99-314040,Dairyland DSR365,PI590534
A99-314041,Dairyland DSR365,PI590534
A99-315011,A94-572029,PI584464
A99-315015,Dairyland DSR365,A94-572029
A99-315018,Dairyland DSR365,A94-572029
A99-315020,Dairyland DSR365,PI584464
A99-315022,Dairyland DSR365,PI542062
AAC Big Ben,OX-901,HD Goshen
AAC Wigle,OAC Marvel,SG01-0217EMMM-1
AAK 2501 MOR,0,0
AAK240000,0,0
AAK3301B0C,0,0
AAK3301E0C,0,0
AAK3301E0C x AG3302,AAK3301E0C,PI606072
AAK3410T2-T0BAH,0,0
ABL3305X0X,0,0
ABL3402K0R,0,0
ABL3605R0R,0,0
ABL3705N0R,0,0
ABN2000C0,0,0
ABOUND,0,0
ABRA RR,0,0
Absent,0,0
ABSOLUTE RR,0,0
AC 0883,0,0
AC 2001,OT86-9,PI525453
AC Albatros,Thompson 7803 x BD22115-13,PI548582
AC Brant,PI548592,PI542404
AC Bravor,PI548593,PI548628
AC Bravor x Hefeng 25,AC Bravor,Hefeng 25
AC Bravor x RAGT86L579,AC Bravor,RAGT86L579
AC Colibri,TNS,X1428-2-B-B-32
AC Colombe,X2636-23-ln-K1,X390-103-1-2-1
AC Colombe x PI548240,AC Colombe,PI548240
AC Cormoran,McCall x PI317334A,Baron
AC Glengarry,(Maple Arrow x PI361088B) x Maple Glen (3),PI548643
AC Harmony,Maple Presto x Williams,PI548524
AC Hercule,AC Proteus x Maple Arrow (3),PI548593
AC Onrei,0,0
AC Orford,OT80-18,X875-2-B-1
AC Pinson,X947-24-B-B-B-55,X1428-2-B-B-32
AC Proteus x Maple Arrow,PI546054,PI548593
AC Proteus x Maple Arrow (2),AC Proteus x Maple Arrow,PI548593
AC Proteus x Maple Arrow (3),AC Proteus x Maple Arrow (2),PI548593
AC Proteus x Maple Glen,PI546054,PI548643
AC5263,0,0
AC8143A008,0,0
AC8143A008 (2) x A29,AC8143A008,AC8143A008 x A29
AC8143A008 x A29,AC8143A008,A29
AC89-140002,0,0
AC89-140010,0,0
AC89-140013,0,0
AC89-140022,0,0
AC89-141012,0,0
AC89-141013,0,0
AC89-141024,0,0
AC89-141027,0,0
AC89-141030,0,0
AC89-145004,A82-161034 x AP9Fe(S1)C6-39-1,PI556786
AC89-145008,PI556657,A81-151026
AC89-145013,PI548519,A81-151026
AC89-145021,PI548519,BSR101 x A85-144015
AC89-145024,PI548519,BSR101 x A85-144015
AC89-241002,0,0
AC89-241003,0,0
AC89-241004,0,0
AC89-241029,0,0
AC89-340001,0,0
AC89-340020,0,0
AC89-340026,0,0
AC89-340027,0,0
AC89-341004,0,0
AC89-341010,0,0
AC89-341019,0,0
AC89-341020,0,0
AC89-341029,0,0
AC89-341030,0,0
AC90-115001,Syngenta S23-03 x A86-152032,PI542768
AC90-115011,Syngenta S23-03 x A86-152032,PI542768
AC90-115017,Syngenta S23-03 x A86-152032,PI542768
AC90-115021,Syngenta S23-03 x A86-152032,PI542768
AC90-115022,Syngenta S23-03 x A86-152032,PI542768
AC90-115025,Syngenta S23-03 x A86-152032,PI542768
AC90-115026,Syngenta S23-03 x A86-152032,PI542768
AC90-115043,Syngenta S23-03 x A86-152032,PI542768
Acadian 299,PI60406,FC4910
ACCENT,0,0
Accord,PI548643,RAGT86L2870
ACE,0,0
Achiever,PI548643,AC Bravor
Acme x Hardome,PI548498,PI279648
ACORA,0,0
ACP3601D0R,0,0
ACP4103C0R,0,0
ACP4305H0C,0,0
ACP4305H0C x MON89788,ACP4305H0C,MON89788
ACP4606M0R,0,0
Adams (2) x (Blackhawk x Adams),PI548502,Adams x (Blackhawk x Adams)
Adams (3) x (Blackhawk x Adams),PI548502,Adams (2) x (Blackhawk x Adams)
Adams (4) x (Blackhawk x Adams),PI548502,Adams (3) x (Blackhawk x Adams)
Adams (5) x (Blackhawk x Adams),PI548502,Adams (4) x (Blackhawk x Adams)
Adams x (Blackhawk x Adams),PI548502,Blackhawk x Adams
Adams x Capital,PI548502,PI548311
Adams x Clark,PI548502,PI548533
Adams x Hawkeye,PI548502,PI548577
Adams x Ogden,PI548502,PI548477
Adelphia (2) x Mukden,PI548503,Adelphia x Mukden
Adelphia (3) x Mukden,PI548503,Adelphia (2) x Mukden
Adelphia (4) x Mukden,PI548503,Adelphia (3) x Mukden
Adelphia (5) x Mukden,PI548503,Adelphia (4) x Mukden
Adelphia (6) x Mukden,PI548503,Adelphia (5) x Mukden
Adelphia (7) x Mukden,PI548503,Adelphia (6) x Mukden
Adelphia x Mukden,PI548503,PI235335
ADV ACCRUE,0,0
ADV GEM,0,0
ADV HEARTBEAT,0,0
ADV IVY-R,0,0
ADV MIKE,0,0
ADV RASCAL RR,0,0
ADV RENEGADE RR,0,0
ADV RESCUER RR,0,0
ADV RESOLVE RR,0,0
ADV REVERE  RR,0,0
ADV ROAR,0,0
ADV ROCKET RR,0,0
ADV RONNIE RR,0,0
ADV RUNAWAY RR,0,0
ADV WINDFALL,0,0
ADV0405R,0,0
ADV0990F,0,0
ADV108,0,0
AFN2805Q0R,0,0
AFN3105P0R,0,0
AFN3105P0R x MON89788,AFN3105P0R,MON89788
AFN3706T0R,0,0
AG00133,0,0
AG00501,0,0
AG00501 (2) x A3525-A3244-BAH,AG00501,AG00501 x A3525-A3244-BAH
AG00501 x A3525-A3244-BAH,AG00501,A3525-A3244-BAH
AG00603,0,0
AG00603 x MON89788,AG00603,MON89788
AG00901,0,0
AG00931,0,0
AG00931 (2) x A3525-A3244-BAH,AG00931,AG00931 x A3525-A3244-BAH
AG00931 x A3525-A3244-BAH,AG00931,A3525-A3244-BAH
AG0101,0,0
AG0220,0,0
AG0220 (2) x T295,AG0220,AG0220 x T295
AG0220 (3) x T295,AG0220,AG0220 (2) x T295
AG0220 (4) x T295,AG0220,AG0220 (3) x T295
AG0220 (5) x T295,AG0220,AG0220 (4) x T295
AG0220 (6) x T295,AG0220,AG0220 (5) x T295
AG0220 (7) x T295,AG0220,AG0220 (6) x T295
AG0220 x T295,AG0220,PI533601
AG02202,0,0
AG0231,0,0
Ag02-6,0,0
AG0301,0,0
AG0301RR2YBC2,0,0
Ag03-1,0,0
Ag03-3,0,0
AG0331,0,0
Ag03-4,0,0
Ag03-5,0,0
Ag03-6,0,0
AG0403,0,0
AG0403 x A3525-A3244-BAH,AG0403,A3525-A3244-BAH
AG0430,0,0
AG0601,0,0
AG0602,0,0
AG0602 x MON89788,AG0602,MON89788
AG0730,0,0
AG0730 x A3525-A3244-BAH,AG0730,A3525-A3244-BAH
AG0730-T4BAH,0,0
AG0732,0,0
AG0803 x 3015806-01,PI648031,5626085
AG0803 x Asgrow 3244RR2,PI648031,Asgrow 3244RR2
AG0803 x MON89788,PI648031,MON89788
AG1002,0,0
AG1031,0,0
AG1111222,0,0
AG1111229 ,0,0
AG1230,0,0
AG1234,0,0
AG1402,0,0
AG1402 x (ST6002216 (2) x Asgrow 3244RR2),AG1402,ST6002216 (2) x Asgrow 3244RR2
AG1403,0,0
AG1406-T0BAH,0,0
AG1431,0,0
AG1431 (2) x 5463213-25-T4BAH,AG1431,AG1431 x 5463213-25-T4BAH
AG1431 (3) x 5463213-25-T4BAH,AG1431,AG1431 (2) x 5463213-25-T4BAH
AG1431 x 5463213-25-T4BAH,AG1431,5463213-25-T4BAH
AG1501,0,0
AG1602,0,0
AG1631,0,0
AG1631 (2) x AK3410T7-T0BAH,AG1631,AG1631 x AK3410T7-T0BAH
AG1631 (2) x AK3610T4-TOBAH,AG1631,AG1631 x AK3610T4-T0BAH
AG1631 x AK3410T7-T0BAH,AG1631,AK3410T7-T0BAH
AG1631 x AK3610T4-T0BAH,AG1631,AK3610T4-T0BAH
AG1701,0,0
AG1702,0,0
AG1702 x (Asgrow 2553 x MON89788),AG1702,Asgrow 2553 x MON89788
AG1702RR2YBC2,0,0
AG1931,0,0
AG2002,0,0
AG2031,0,0
AG2031 x AK3010T3-T0BAH,AG2031,AK3010T3-T0BAH
AG2101 x Asgrow 0868,PI598062,PI606077
AG2107,0,0
AG2107 x (DAK2301A3R x (AG2107 x MON89788)),AG2107,DAK2301A3R x (AG2107 x MON89788)
AG2107 x MON89788,AG2107,MON89788
AG2107RR2YBC2,0,0
AG2108-T0DNN,0,0
AG2205,0,0
AG2205 (2) x Asgrow 3244RR2,AG2205,AG2205 x Asgrow 3244RR2
AG2205 (3) x Asgrow 3244RR2,AG2205,AG2205 (2) x Asgrow 3244RR2
AG2205 x Asgrow 3244RR2,AG2205,Asgrow 3244RR2
AG2302,0,0
AG2402,0,0
AG2402 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3))) x AG2703),AG2402,(Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3))) x AG2703
AG2430,0,0
AG2431,0,0
AG2531,0,0
AG2531 (2) x RM2309A1-C0YD,AG2531,AG2531 x RM2309A1-C0YD
AG2531 (3) x RM2309A1-C0YD,AG2531,AG2531 (2) x RM2309A1-C0YD
AG2531 x RM2309A1-C0YD,AG2531,RM2309A1-C0YD
AG2535,0,0
AG2603,0,0
AG2606 (2) x A3525-A3244-BAH,PI651312,AG2606 x A3525-A3244-BAH
AG2606 x A3525-A3244-BAH,PI651312,A3525-A3244-BAH
AG2606-T0BAH,0,0
AG2607,0,0
AG2632,0,0
AG2731,0,0
AG2801RR2YBC2,0,0
AG2831,0,0
AG2839,0,0
AG2903,ST2250,Asgrow 4593 x (Asgrow 3431 (2) x (Asgrow 3242 x MON40-3-2))
AG2905,0,0
AG3021,(Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x Dekalb DKB27-51,8861
AG3030,0,0
AG3034,0,0
AG3039,0,0
AG3039 x A3525-A3244-BAH,AG3039,A3525-A3244-BAH
AG3101,0,0
AG3101 x MON89788,AG3101,MON89788
AG3101RR2YBC2,0,0
AG3102,0,0
AG3110U5-T0BAH,0,0
AG3130,0,0
AG3139,0,0
AG3201,Asgrow 3143,Asgrow 3313 x (Asgrow 3237 (4) x MON40-3-2)
AG3202,0,0
AG3202 x MON89788,AG3202,MON89788
AG3203,0,0
AG3231 x AG2606-T0BAH,PI660306,AG2606-T0BAH
AG3231 x AG2606-TOBAH,PI660306,AG2606-T0BAH
AG3231 x AK3010T1-TOBAH,PI660306,AK3010T1-TOBAH
AG3231 x AK3410T2-T0BAH,PI660306,AK3410T2-T0BAH
AG3231 x AK3410T2-TOBAH,PI660306,AK3410T2-T0BAH
AG3239,0,0
AG3239 x A3525-A3244-BAH,AG3239,A3525-A3244-BAH
AG3264G,0,0
AG3305,0,0
AG3334,0,0
AG3401,0,0
AG3430,0,0
AG3432,0,0
AG3504,0,0
AG3505,0,0
AG3602RR2YBC2,0,0
AG3631,0,0
AG3634 x AG3803-T0BAH,PI669975,AG3803-T0BAH
AG3634 x AK3610T3-TOBAH,PI669975,AK3610T3-TOBAH
AG3705-T0BAH,0,0
AG3731,0,0
AG3802RR2YBC2,0,0
AG3803 (2) x A3525-A3244-BAH,PI556780,AG3803 x A3525-A3244-BAH
AG3803 (3) x A3525-A3244-BAH,PI556780,AG3803 (2) x A3525-A3244-BAH
AG3803 x A3525-A3244-BAH,PI556780,A3525-A3244-BAH
AG3803-T0BAH,0,0
AG3803-T1BAH,0,0
AG3803-T4BAH,0,0
